It:	 2 		LB:	 -10171.24 	LB_diff:	 Inf 
It:	 3 		LB:	 -9387.616 	LB_diff:	 783.6219 
It:	 4 		LB:	 -8727.121 	LB_diff:	 660.495 
It:	 5 		LB:	 -8164.268 	LB_diff:	 562.8534 
It:	 6 		LB:	 -7870.982 	LB_diff:	 293.286 
It:	 7 		LB:	 -7494.466 	LB_diff:	 376.5161 
It:	 8 		LB:	 -7014.9 	LB_diff:	 479.5661 
It:	 9 		LB:	 -6636.973 	LB_diff:	 377.9271 
It:	 10 	LB:	 -6130.882 	LB_diff:	 506.0908 
It:	 11 	LB:	 -5482.345 	LB_diff:	 648.537 
It:	 12 	LB:	 -5092.862 	LB_diff:	 389.4828 
It:	 13 	LB:	 -4888.899 	LB_diff:	 203.963 
It:	 14 	LB:	 -4732.302 	LB_diff:	 156.5968 
It:	 15 	LB:	 -4732.022 	LB_diff:	 0.2807266 
It:	 16 	LB:	 -4731.74 	LB_diff:	 0.2813871 
It:	 17 	LB:	 -4731.277 	LB_diff:	 0.4630422 
It:	 18 	LB:	 -4730.14 	LB_diff:	 1.137109 
It:	 19 	LB:	 -4725.948 	LB_diff:	 4.192207 
It:	 20 	LB:	 -4710.791 	LB_diff:	 15.15676 
It:	 21 	LB:	 -4709.509 	LB_diff:	 1.281659 
It:	 22 	LB:	 -4709.211 	LB_diff:	 0.2988194 
It:	 23 	LB:	 -4708.615 	LB_diff:	 0.5956577 
It:	 24 	LB:	 -4706.141 	LB_diff:	 2.474294 
It:	 25 	LB:	 -4695.646 	LB_diff:	 10.49436 
It:	 26 	LB:	 -4671.31 	LB_diff:	 24.33596 
It:	 27 	LB:	 -4646.215 	LB_diff:	 25.09551 
It:	 28 	LB:	 -4456.316 	LB_diff:	 189.8988 
It:	 29 	LB:	 -4389.898 	LB_diff:	 66.41771 
It:	 30 	LB:	 -4315.343 	LB_diff:	 74.55554 
It:	 31 	LB:	 -4194.908 	LB_diff:	 120.4348 
It:	 32 	LB:	 -4194.022 	LB_diff:	 0.8861244 
It:	 33 	LB:	 -4192.246 	LB_diff:	 1.775543 
It:	 34 	LB:	 -4185.896 	LB_diff:	 6.350465 
It:	 35 	LB:	 -4154.235 	LB_diff:	 31.66087 
It:	 36 	LB:	 -4134.812 	LB_diff:	 19.42325 
It:	 37 	LB:	 -3921.839 	LB_diff:	 212.9723 
It:	 38 	LB:	 -3865.089 	LB_diff:	 56.75013 
It:	 39 	LB:	 -3682.047 	LB_diff:	 183.0425 
It:	 40 	LB:	 -3396.078 	LB_diff:	 285.9688 
It:	 41 	LB:	 -3366.027 	LB_diff:	 30.0511 
It:	 42 	LB:	 -3352.492 	LB_diff:	 13.53498 
It:	 43 	LB:	 -3232.167 	LB_diff:	 120.3247 
It:	 44 	LB:	 -3133.273 	LB_diff:	 98.89425 
It:	 45 	LB:	 -3133.273 	LB_diff:	 0.000198465 
It:	 46 	LB:	 -3133.273 	LB_diff:	 1.418523e-05 
